article_id,comment
710109851,this is rubbish buck and you know it your party wants to force its domestic agenda on the country in support of the military industrial complex you agreed to sequestration as the negative outcome of your party's inability to negotiate the grand agreement on the deficit now be a man and stand up for your word the military budget is not about workfroce devleopment for the defense industry that's nonsense it should be about defense of the country with a st century approach not something left over from the obsolete cold war era your thinking is out of date damage to our national security is wrapping yourself in the flag something that politicans do so well and without much meaning you may be sincere but you need to listen to the rest of the country and not just your far right colleagues stop being a politican and become a statesman please
710109851,stop forcing you ads on a serious discussion site hazel you are a con man
710109851,you too are a con person counting on making money from people for sign ups only kinda like the stuffing envelopes deals of the past
710109851,page margin in p margin bottom in perhaps citizens should be provided with a complete list of defense projects its easy to say dont cut spending it will hurt our national security average people might not know or understand some of the programs considered defense projects average people will have limited thought and have a knee jerk reaction to fake fear by and large the citizens may be shocked with some of the programs their tax dollars are paying for perhaps even revolted who knows if the projects were published perhaps more savings could be made how many projects like intentional infections of populations kind of like what has happened before what does the average citizen really know how can any citizen make an informed decision on such a matter you would have to trust those that say trust us i wouldn't they are the ones to stab you in the back each time if they want their budget make a complete list of projects secrets hide more then what they should legitimately used for they provide cover for scams and corruption i bet the average republican and democrat have had enough of paying for scams and corruption unfortunately the secrecy surrounding defense budgets provides for a breeding ground of perverse corruption so before you make a decision ask yourself do you really know given the information you have no would you by a car from a used car salesman sight unseen the government claims they want open society just not for tax payer funded projects marked as secret its no secret what most people think about government and trust these days understandably if someone tries to use fear to motivate its usually false they are hiding something laugh
710109851,we all know bo is a liar so what's new only diehards who will not admit their mistakes still support him his administration as he promised was going to be a transparent administration there has been nothing that has been transparent from the beginning except truly lies to defeat america and weaken the american businesses economy and people
710109851,fact i think we need a mix of spending cuts spears out across all departments inducing the military and raise in tax more on the rich then the middle class
710109851,it is amazing that the republicans would not work out a deal to prevent the sequestration in the supper committee and settled for it and now are blaiming the democrats have you ever noticed that the republicans will never except blame for anthing they do their spending and tax cut for the wealthy over the past plus years created this problem now they want the to pay for their bungling policies
710109851,mckeon is right on target if sequestration goes into effect the military will have to cut civilian personnel and spending at domestic bases overseas bases must be protected at all costs if we do not protect the overseas bases our allies will not be able to cut their military budgets and we will not be able to go to war against despots of the world
710109851,ju st as judy expl ained i cant bel ieve th at any b ody able to pr ofit in wee ks on the in ternet did you see th is w eb li nk c l i c k o n m y n a m e f o r t h e l i n k
710109851,well the article doesn't involve cheney otherwise we would complain about the white guy named cheney instead were complaining about the other white guy president barack obama he is actaully mostly white and that percentage of black in him is meaningless to everyone except you racists
710109851,what's the difference between political grandstanding obama and political suicide repubs
710109851,how about where it the constitution says provide for the common defense btw it doesn't mention muskets either
710109851,the dems are trying to destroy america obama wants us to be like france
710109851,further proof that canadians should run american domestic and foreign policies you're too stupid to run it yourself
710109851,cia couldn't certify it get your facts right
710109851,last i checked nuclear submarines and nuclear aircraft carriers aren't being used to defend america's border nor are either items all that common in the world glazi do you want to go again
710109851,hu what that social service phone bill that phones are provided by a rd party company read the fine print
710109851,yet ron gives boehner and house republicans a pass when they pass bills to the senate that are not paid for what so ever why is that ron
710109851,i'm just curious why ron never complained about cheney's spending thats' all hypocrisy makes you ignorant and makes you ignored
710109851,further proof that canadians should we ever have to set up a security zone around canada will shoot dummies who pose a threat to canadian soverignty
710109851,george soros fights commies glenn do you admit to being a commie
710109851,you don't consider our shores a border additionally when we project power over there we keep our enemies too busy to bother us over here it's called defense in depth or would you rather we save all sorts of cash and simply turn over control of the seas to the russians chinese heck the north koreans for that matter as to whether they are common items though aircraft carriers are largely our invention and our task force primary the russians have also had them for quite a long time long enough to be able to sell an older one to the chinese who are now using it for testing and trials have you seen their new stealthy dragon fighter some very very impressive flying at the air shows finally i have no idea of your age or experience nor do i think it germane to the topic but i'm tired of seeing the u s a drawing down our military after wars only to have to scramble to catch up to the next one when we find ourselves inadequately armed for the conflict which by the way cost a lot more than if we had simply kept ourselves at strength all along when we draw down we lose experienced well trained personnel that are very hard to replace our remaining personnel see their skill sets atrophy from non or reduced use we are weaker and more vulnerable and our forces' morale suffers and when we are vulnerable the world knows it and makes plans accordingly perhaps not through a plan for direct attack on our country but very likely they will engage in behavior that were we at strength they would not even dream of attempting and before you ask yes i am a veteran as for going again i'm not fighting you rather i'm attempting to make a case for a strong u s military your turn make your case thank you
710109851,those come out of tax money hince entitlements it doesn't matter what company we pay for it
710109851,that is too stupid to comment to
710109851,he tried to kill bin laden he didn't get it done but he did try bush did f all till not even one cruise missile
710109851,it is his moooooslem allah like powers which have allowed him to kill so many bin ladens further proof that there should be more moooooooslems with allah like powers as president
710109851,t is a coward who hides under anonymous names on the internet then t wants respect for his opinions lolz what a coward
710109851,glazi what air strikes or missile torpedo strikes are going on with those aircraft carriers right now that can't happen from land bases all over the world glazi is dumb like cancer
710109851,those are owned by a rd party company those phones read the fine print lolz
710109851,george soros fights commies even glen beck has said that george soros has helped anti communist and anti russian interest revolutions even glen beck said so so glenn if you're against george soros you must be a commie
710109851,if other countries overseas want a military might i suggest they pay for it like canada does
710109851,did you even bother to read and comprehend my previous post this is like trying to argue with a graffiti filled wall and since you've felt it necessary to devolve to personal insults it seems you've exhausted rational arguments for your case to paraphrase an oft cited quote you have remove d all doubt i thank you for trying to present an argument don't be discouraged you can improve
710147732,they can't stop spending can they budget up by million
710147732,the site is bought and paid for it should be kept open and utilized as intended
710147732,obama plans to stop everything that is not a liberal or socialist idea hurry up nov
710147732,june to the editor as i read mrs xxxxxxx rebuttal to my letter i could not help but recall that movie the titanic by james cameron in my minds eye i can clearly see mrs xxxxxx standing outside the wheel house cheering on captain obama as he steers the ship of state not only into the iceberg but then throws the ship into full reverse to hit it again just to be sure the ship is absolutely going to sink whether it is obama cuomo or even weiner they are all reading from the same playbook written by liberal democrat after liberal democrat spend more promise more borrow more regulate more fight wars only when we run them otherwise wail like stuck pigs against them and last but not least don t mind the stench of hypocrisy oh no we must full our noses with as much sanctimonious but its for the children as will fit to mask the stench my life experience guided by what i know to be true says we are in deep trouble and i m trying to ring the alarm with these letters if all of you want to live out the last days of prosperity in placid ignorance you have that right because better men and these days women from our local police and fire force s right on up to every soul in the united state military step into the breach to give you that opportunity i recommend a hot cup of tea and the liberal media of your choice that does not challenge any assumption you have been taught to bleep just like the phd xxxxxxx has done with such seeming certitude along with your thoughts in the same paper you know hold in your hands i say nuts to all of it we are trillions in debt and deficit and our problems from not having opened yucca mountain to secure nuclear waste to the atf letting thousands of guns in to the wrong hands only increases my angst we are free and will remain so because we cherish debate and the ballot and we can alter our course through that ballot box we have for almost three generations accepted the notion that the liberal philosophy in either how we fight wars or how we live our daily lives is the answer to accomplish this both political parties have engaged in the you scratch my back i ll scratch your s act this go along to get along attitude has led us to a decade of combat against one side of the same muslim arab coin a destroyed dollar and diminished standing among the free nations of the world and a fantasy land interest rate environment that only bozo the clown banker could love americans don t lead by bowing to dictators or by apology they hold their hand out and say to the world that we will do our level best to help you realize your freedom but will not give up our freedom to be safe because as benjamin franklin once said a nation that is willing to give up its freedom for security will soon have neither i may not be the smartest man but i think old franklin knew a thing or two about what it took to get the freedom that we seem so willing to give up and hand our children my children the mastercard bill for joe doakes
710147732,well spoken sir thank you
710147732,hurry up nov so obama can stop everything that is not a liberal
710147732,he has nearly achieved his objective joe he's already hammered the american citizenry on this nation with his failed policies say joe did you read the economy report out today sux don't it thats your leader joe the failed leader at that
710147732,as a kid of back in i used to be in las vegas with our parents my sister i would watch the night sky turn into daylight during the nuke tests in the desert i don't buy that storing nuke waste deep in a mountain is a bad thing today
710147732,if you live in nevada you are happy about the decision the criticism has to do with geopolitics much like the farm bill
710147732,good for norm dicks too bad more of his party doesn't get it
710147732,the place is perhaps one of the most baren on earth if it isn't utilized then where should all the radioactive material be sent
710147732,glad to see the obama bundler slush funds have been dropped from the budget he won't need them anyway after he loses miserably in november
710147732,how about washington d c lets dump it all there
710147732,hear hear
710147732,the question is nuclear safety at the nuclear power plants and storage of the spent fules at those plants yucca mountain is the best possible facility for storage of the spent fules
710147732,as cl ifford res ponded i di dnt kno w that som eone can get pa id in one mo nth on the int ernet ha ve you re ad t his li nk c l i c k o n m y n a m e f o r t h e l i n k
710147732,and when all you bring to bear to support your opinion that we are in deep trouble is your opinion joe then there's much left to be desired
710147732,sounds like good sarcasm is it you mean he plans to stop friedman economic liberalism
710147732,washington state has a major problem with the storing of nuclear wastes where was murray and cantwell on this issue but kissing obama and reid butts
710147732,i lived in nevada for many years and the yucca mountain area has been the location of hundreds if not thousands of nuclear bomb explosions most underground so the issue of radiation leaking into the colorado river is a red herring a weak strawman or a outright lie if that was possible all the previous bombs and year half life would have gotten to the river decades ago the storage facility is designed to store the materials encased in glass and other materials that can not be leached into the ground water it is pure e green efforts to kill nuclear by making it to expense to use the retired past president of the sierra club said his greatest mistake was to help kill the nuclear power industry as it is the best safest cleanest source of energy
710147732,i think that we should give up on planning to store high level waste from nuclear power plants for years i think that we should re process the waste fuel to extract fuel grade uranium for use in conventional nuclear power plants repeated recycling of the waste fuel will yield decreasing quantities of high level waste ultimately we could wind up with smaller quantities of low grade waste which we could store in yucca mountain a by product of the extraction will be weapons grade plutonium that will require great care we do not want that material to find its way into the hands of those who would harm us however we can construct nuclear power plants that use the plutonium to produce additional electricity these reactors will require extraordinary security protection but epa is all about recycling so they should love it we probably need to store waste at yucca for several years until the new infrastructure is in place so it will need facilities for retrieval from storage
710147732,ju st as sh irley res ponded i'm ala rmed that a stud ent can make in a few we eks on the inte rnet did you re ad this li nk c l i c k o n m y n a m e f o r t h e l i n k
710147732,i am sorry but what does this have to do with the article is your new job shipping nuclear waste
710147732,how about transitioning away from nuclear energy so they can stop adding to the nuclear waste amounts nuclear energy only provides of the energy in the u s of energy and trillions of dollars in taxpayer subsidies and leaving a legacy of deadly nuclear waste for thousands of years is it worth it no is it necessary no nuclear meltdowns have caused radiation in our food and water supply we could easily conserve of energy and transition into renewable energy sources like europe is doing so successfully and with renewable energy like solar wind geothermal and tidal wave there's no need to go to war for oil etc with renewable energy there is clean energy independence iceland utilizes of geothermal energy successfully germany utilizes wind and solar hugely successfully denmark utilizes wind energy hugely successfully renewable energy is so successful that germany has to turn off the wind power because it's creating too much energy the trillions of dollars that has been invested in nuclear energy which is such a heavy polluter and since fukushima and chernobyl has shown us is so dangerous should be used to fund renewable energy
710147732,i inspected yucca mountain in and found it to be potentially a massive disaster because of the presences of a layer of non tufted rock above the location for the waste tunnels the presence of four active earthquake faults cutting through both the tunnel locations and the rock layer and the tunnel's temperature when filled of about degrees c even a small earthquake could flood the tunnels the water flash to steam and the mountain explode the fallout would be the equivalent of millions of nagasaki a bombs and would contaminate up to states i find it hard to believe that the doe hasn't seen this already burying waste in the ground is a losing proposition far better to use something similar to the process in patent and eliminate the waste from our environment completely
710147732,the unethical billions spent on solyndra and the other renewable energy schemes plus the proposed closure of yucca flats indicates either a misguided policy for additional energy for our economy or a deliberate policy of slowing down our quest for badly needed energy sources past statements and actions indicate to me the latter obama is more interested in his left wing allies than he is in the success of the u s economy
710147732,you've concluded that obama is handicapping our economy intentionally i presume by slowing our quest for energy how would increasing our quest for energy translate into success for the economy also if what you say is true about energy sources being badly needed wouldn't the economy be roaring along right about now considering that production in almost every type of energy field is up considerably as compared to or years ago lastly if obama was more interested in me left wing ally than the economy production for oil natural gas and coal wouldn't be at record setting paces now would it
710147732,i consider myself a moderate but i'm sure most people out there do truth be told most others would identify me as a liberal and i generally think obama is doing a pretty good job and that most of the criticism he receives are irrational rants however on this one i think he screwed up nevada and environmental groups make a few good points there is risk in having a nuclear waste storage facility in yucca mountain there is risk in transportation but the arguments used compare apples to oranges the argument usually goes like this the nrc says the facility won't keep us safe for well forever therefore we should continue storing waste on site at reactors because that's perfectly safe for at least the next couple of decades until we can figure out a long term solution nuclear waste storage has attendant risks no doubt about it arguing that potential hazards with small but not precisely quantifiable risks storage in yucca mountain should be passed up in favor of a short term solution with larger more readily quantifiable risks together with some other risk that we have undoubtedly failed to anticipate storage on site is like refusing to wear seatbelts because you aren't sure if they'll come off if you drive into a lake only about times dumber still let's address some other issues the water table yes within geological timescales there used to be water there that could be a concern except that over geological timescales the waste will be dramatically less dangerous even if the water table rose by tens of meters pretty dramatic it would still be well below the level of the facility earthquakes yes nevada is near some faults so are nuclear power facilities across the country moving spent fuel to yucca mountain is putting all our eggs in one basket but that basket is deep underground in as geologically stable an area as we know away from much larger population centers than las vegas pretty good basket future waste sure we will use up the space in yucca mountain immediately but the payoff is that tons of waste will no longer be stored at myriad nuclear sites it will take about years at present rates to generate the same amount of waste again in that time perhaps we can expand the yucca mountain facility or find some other location for burial recycling i'd love it if we could reprocess nuclear waste away i think the very idea is awesome and it makes a lot of sense unfortunately there are technical complications and proliferation risks moreover even with extensive reprocessing there will always be waste that must eventually just be stored this is an area that should be worked on over the next few decades putting off the storage issue is not radiation the nrc said it was okay for the facility to increase a person's annual exposure by about best estimates put the increase in annual exposure at less than one extra banana a week will kill you faster and that's after years when the facility isn't in top shape anymore we're a society that can't figure out that healthcare costs have long term consequences we're a society that can't bear the thought of changing our transportation paradigm to reduce carbon emissions even though the consequences are likely scant decades away why on this storage issue are we suddenly so squeamish upset that the facility might not have integrity in splajillion years even though it will probably be fine even then there've been claims that the choice of yucca mountain was a purely political one without science the fact is that opponents of the yucca mountain site are grasping at scientific uncertainties to play their own political game and undermining what might be the most sound decision ever to come out of the nrc let's not throw away a real opportunity to minimize risk just because it doesn't eliminate risk to the guy who mentioned patent number wow either you got your number wrong or you're seriously confused how do you intend to use an air brake to treat nuclear waste also re solyndra accusing that funding of being unethical would be like saying that subsidies for natural gas exploration were unethical because natural gas prices have dropped significantly solyndra was a reasonable investment in a market that became rapidly more price competitive you break eggs to make an omelet
710202837,cuts are coming it is not political it is simply economic reality
710202837,whatever happened to we can't wait
710202837,maybe ed rendell is right obama is a major wussy
710202837,how can a president whose budgets for the last three years did not get one single vote from either party in either house of congress veto a major spending bill with such overwhelming bipartisan support i hope he does veto it and they get the votes to override the veto maybe he'll get the message that he's absolutely totally out of touch with everything
710202837,when is the last time you had a raise my health insurance just went up so any increase in pay i get surely won't offset that increase given i'm self employed i surely can't pass that increase on to my clients i'll have to work more hours to generate more billable dollars what a novel idea working to take care of your family
710202837,the gop congress were told by we the people the president sent them the american jobs act they said no congrats this is their obstructionism in action tank the economy hurt americans then blame the president we will remember
710202837,i am extremely disappointed that republicans are asking federal employees to take a freeze in pay for a third year in a row the economy has been sh t why would we hand out raises what planet are these people on when all of the private sector gets a raise then we will give the public sector a raise why should my money pay for your raise when i didn't get a raise myself i have great job i get raises based on performance or getting a higher job position we get bonuses based on how profitable the company is no profit no bonus we control our own fate these idiotic raises need to stop
710202837,if i had a dog he would look like cisco
710202837,screw the gvt workers the slackers need to pay more into their benefits so we pay less in taxes
710202837,one of the largest cost savers is the davis bacon act that is maintained special for the unions mucho could be saved by killing this in all government contracts
710202837,much as i agree that the gop has welched on their deal to limit spending i don't think obama should veto any bill that comes along with such high support just out of spite
710202837,obama won't have to the dems will simply shelve it in the senate
710202837,this is a totally lame argument obama had every chance in the world when the dems controlled everything for two years all they had to do was introduce a bill that get the support of one of the two liberal women from maine in the senate the voters sent the house dems packing because they didn't want legislation done the way the dems were doing it they didn't want the jobs act of obama they want legislation that will actually help the private sector create jobs and the current adminstration seems clueless
710211449,the union thugs are going to lose thank the lord walker is the best of us gang
710211449,union leaders so in touch with workers they represent it pays to be a union boss first class travel six figure salaries for half the officers and staffers plenty of plum jobs for family members life is good at the top of the international brotherhood of boilermakers iron ship builders blacksmiths forgers and helpers the union with its headquarters in kansas city kan represents about workers in the u s and canada who make and repair boilers fit pipes and work on ships and power plants the recession has hit their trade hard reducing union membership at the same time the president s salary has surged percent in the past six years not counting a recent raise add in travel and some other expenses and newton b jones received more than last year putting him at the absolute top of the presidents of the dozen biggest unions in the country many relatives of union officers also ride the payroll totaling the pay to just the families of jones and two other executives the union and its affiliates gave them more than million in annual salary according to the most recent financial reports filed by the organizations
710211449,union leaders have pizzed away their members funds and now they want more feom the liberals too funny hey you union members how do you like them leaders now they are exactly like obama knish love to spend other peoples money
710211449,the union thug are whiny crybabies hahahahahahahahaha
710211449,q how do you spell losers a u n i o n s
710211449,you are right on for once honest abe
710211449,remember the liberal new union label
710211449,the thugs are getting worried when the recall fails what amount of damage will the thugs cause when they go on their destructive rampages rampages that could be stopped by passing legislation to punish union violence
710211449,let the blame game begin as the wisconsin unions blame the dnc for the loss bill clinton claims he was called in too late to help though he couldnt help hillary in and he and obama couldnt help reyes on tuesday and obama hides from the media while axelrod tries to claim it doesn't mean anything
710211449,c'mon democrats you need to put up some money to support all those fat and lazy union guys they need longer vacations and coffee breaks you already know how hard they all work and how much more they deserve than the rest of us
710211449,joe registered voter polls are meaningless likely voter polls are the ones you should concentrate on those tell a story of state that will stay up late the first tuesday in november too close to call right now
710211449,unions kill jobs we are a right to work state and our unemployment is the unemployment in wisconsin has dropped since walker took over unions only look out for the higher ups not those they represent
710211449,union leaders have led their members to the point of no return judging from the number of those members opting out karma is a b tch all this wailing gnashing of teeth and finger pointing could bode well for wi
710211449,sounds more like a euology than a rallying cry
710211449,video shows bus treads on the union boss' face
710211449,walker is a great american
710211449,public sector union head says dems could do more for wisconsin recall translation get the thugs out to assure that taxpayers continue to fund all union pay benefits retirement and healthcare screw everyone else it's all about us the public sector unions
710211449,public sector union head says dems could do more for wisconsin recall translation get the thugs out to assure that taxpayers continue to fund all union pay benefits retirement and healthcare screw everyone else it's all about us the public sector unions
710211449,the only folks that don't like scott walker in wisconsin are the unions he has turned a deficit into a surplus in record time the democrats haven't done more because they know that the recall is a waste of time and money scott walker will win the recall in a landslide go scott
710211449,obama is in bearly every state around wi today speaks volumes he won't touch down in the land of cheese didnt he famously say he'd walk the line with big labor
710211449,average duration of unemplyment now at weeks
710211449,maybe the dnc thinks the fix is already in
710211449,hopefully the lead is big enough the rats can't overcome with fraud
710211449,unions should realize that the obama administration has not really gone all out for unions in a matter of fact obama and co has been anti union in many cases the kestone pipeline is just one example but the san francisco oakland bridge outsourcing to china is another the replacement of the eastern span of the san francisco oakland bay bridge where steel fabrication was outsourced to china the project has suffered cost overruns delays and the need to remake some of the steel bridge parts perhaps the work would have proceeded smoothly and on time if the pieces were fabricated here instead of overseas the cost overruns and delays largely are connected to the design of the iconic single suspension tower we must live with and pay for our choices
